OBJECTID,Name,Baujahr,Gesamtleistung (MW),Anzahl,Typ (WKA),Ort,Landkreis,Breitengrad,Längengrad,Projektierer / Betreiber,Bemerkungen,,,,,,,
7726,Windpark Oster-Ohrstedt,2017,,,,,,54.52,9.2236,,,,,,,,,
7727,Windpark Oster-Ohrstedt West,2003,26.7,11,Enercon E-66/18.70 (1×),Oster-Ohrstedt,NF,54.5039,9.2522,,"2015 Repowering (4× Enercon E-82 E2 statt 4× Enercon E-66/18.70), Repowering geplant (1× Enercon E-138 EP3 E2 statt 1× Enercon E-66/18.70)",,,,,,,
7728,Windpark Oster-Ohrstedt West,2014,,,Enercon E-82 E2 (9×),,,54.5039,9.2522,,,,,,,,,
7729,Windpark Oster-Ohrstedt West,2015,,,Enercon E-138 EP3 E2 (1×),,,54.5039,9.2522,,,,,,,,,
7730,Windpark Osterrade,2001,26,13,Vestas V90-2MW (3×),Bovenau,RD,54.3503,9.8514,IB Henning Holst,2015 Repowering (10× Senvion MM100 statt 7× Vestas V66-1.65MW),,,,,,,
7731,Windpark Osterrade,2011,,,Senvion MM100 (10×),,,54.3503,9.8514,,,,,,,,,
7732,Windpark Osterrade,2015,,,,,,54.3503,9.8514,,,,,,,,,
7733,Windpark Osterstedt,2015,12,4,Nordex N117/3000 (4×),Osterstedt,RD,54.1178,9.5944,,,,,,,,,
7734,Windpark Owschlag,2001,22.5,15,GE Wind Energy 1.5s (4×),Owschlag,RD,54.4089,9.5764,"GETproject, e3",,,,,,,,
7735,Windpark Owschlag,,,,Südwind S70 (11×),,,54.4089,9.5764,,,,,,,,,
7736,Windpark Padenstedt,2005,6.9,3,Enercon E-70 E4 (3×),Padenstedt,RD,54.0169,9.8914,,,,,,,,,
7737,Windpark Pellworm,1997,13.8,6,Enercon E-70 E4 (6×),Pellworm,NF,54.5425,8.6894,Ing Henning Holst,"Errichtet auf Pellworm, 2015 Repowering (6× Enercon E-70 E4 statt 8× AN Bonus 600/44)",,,,,,,
7738,Windpark Pellworm,2015,,,,,,54.5425,8.6894,,,,,,,,,
7739,Windpark Petersdorf,1991,0.9,3,Enercon E-32 (3×),Petersdorf (Fehmarn),OH,54.4703,11.0697,,mittlerweile abgebaut,,,,,,,
7740,Windpark Porrendeich,1990,0.8,4,Vestas V25-200kW (2×),Uelvesbüll,NF,54.4242,8935,,2× HSW 250 wurden 2010 nach Havarie zurückgebaut,,,,,,,
7741,Windpark Porrendeich,2000,,,WTN 200/26 (2×),,,54.4242,8935,,kompletter Rückbau für 2023 geplant,,,,,,,
7742,Windpark Presen,2006–2007,34.5,15,Enercon E-70 E4 (15×),Presen,OH,54485,11.2261,Bürger-WP Fehmarn,Repowering 2006–2007,,,,,,,
7743,Windpark Presen,2021,,,,,,54485,11.2261,,(17× Enercon E-70 statt 23× Enercon E-40/5.40),,,,,,,
7744,Windpark Presen,,,,,,,54485,11.2261,,"Abbau von 2 Enercon E-70 E4 2021 aufgrund des Baus des Fehmarnbelttunnels. Weitere Anlagen sollen später abgebaut werden, Errichtung einer Anlage westlich der B 207 geplant",,,,,,,
7745,Windpark Puls-Oldenborstel,1999,24.95,13,Vestas V66-1.65MW (10×),Puls,IZ,54.0692,9.5261,"WKN, iTerra Wind, Bürger-WP Oldenborstel",Repowering geplant (6× Nordex N149/5700 statt 6× Vestas V66-1.65MW und 1× REpower MM92),,,,,,,
7746,Windpark Puls-Oldenborstel,2010,,,REpower MM92 (1×),Oldenborstel,,54.0692,9.5261,,,,,,,,,
7747,Windpark Puls-Oldenborstel,2014,,,Senvion 3.2M114 (2×),,,54.0692,9.5261,,,,,,,,,
7748,Windpark Quarnbek,2016,9.6,3,Siemens SWT-3.2-113 (3×),Quarnbek,RD,54.3194,9.9892,Denker&Wulf,,,,,,,,
7749,Windpark Quarnstedt,2001,24.3,16,AN Bonus 1300/62 (11×),Quarnstedt,IZ,53.9686,9.7689,Prokon,,,,,,,,
7750,Windpark Quarnstedt,2011,,,Vestas V90-2MW (3×),,,53.9686,9.7689,,,,,,,,,
7751,Windpark Quarnstedt,,,,Vestas V80-2MW (2×),,,53.9686,9.7689,,,,,,,,,
7752,Windpark Raa-Besenbek,2001,22.6,8,REpower MM92 (4×),Raa-Besenbek,PI,53.7364,9.5919,"Bürger-WP Raa-Besenbek, IB Henning Holst",2022 Repowering (4× Nordex N117/3600 statt 4× GE Wind Energy 1.5s),,,,,,,
7753,Windpark Raa-Besenbek,2011,,,Nordex N117/3600 (4×),,,53.7364,9.5919,,,,,,,,,
7754,Windpark Raa-Besenbek,2022,,,,,,53.7364,9.5919,,,,,,,,,
7755,Windpark Rabenholz,1994,11.75,5,Enercon E-92 (5×),Rabenholz,SL,54.7078,9.9158,,2018 Repowering (5× Enercon E-92 statt 3× Tacke TW 600),,,,,,,
7756,Windpark Rabenholz,2018,,,,,,54.7078,9.9158,,,,,,,,,
7757,Windpark Rantrum-Oldersbek,1997–1998,60.3,20,REpower MM70 (3×),Rantrum,NF,54.4619,9.1514,"WKN AG, GEWI","2013 Repowering (1× REpower MM82 statt 1× HSW 57/1000), 2017 Repowering (3× Enercon E-82 E4 statt 4× NEG Micon NM64/1500)",,,,,,,
7758,Windpark Rantrum-Oldersbek,1999,,,REpower MM82 (1×),,,54.4619,9.1514,,2023 Repowering (6× Nordex N117/3600 statt 6× Vestas V66-1.65MW),,,,,,,
7759,Windpark Rantrum-Oldersbek,2004,,,Enercon E-82 E4 (3×),,,54.4619,9.1514,,,,,,,,,
7760,Windpark Rantrum-Oldersbek,2013,,,Senvion 3.4M104 (1×),,,54.4619,9.1514,,,,,,,,,
7761,Windpark Rantrum-Oldersbek,2015,,,Senvion 3.2M114 (5×),,,54.4619,9.1514,,,,,,,,,
7762,Windpark Rantrum-Oldersbek,2017,,,Enercon E-115 EP3 E3 (1×),,,54.4619,9.1514,,,,,,,,,
7763,Windpark Rantrum-Oldersbek,2021,,,Nordex N117/3600 (6×),,,54.4619,9.1514,,,,,,,,,
7764,Windpark Rantrum-Oldersbek,2022,,,,,,54.4619,9.1514,,,,,,,,,
7765,Windpark Ratjendorf,2000,7.3,4,Vestas V66-1.75MW (3×),Ratjendorf,PLÖ,54.3553,10.4019,Laboer Windpark,,,,,,,,
7766,Windpark Ratjendorf,2006,,,REpower MM82 (1×),,,54.3553,10.4019,,,,,,,,,
7767,Windpark Reher,2002,78.9,15,Nordex N117/3000 (2×),Reher,IZ,54.0514,9.5689,"BAUUNION Wismar, Bürger-WP Reher",Die Nordex N149/4500 bei Errichtung im Jahr 2020 größte Windkraftanlage in Schleswig-Holstein,,,,,,,
7768,Windpark Reher,2004,,,Nordex N149/4500 (1×),Peissen,,54.0514,9.5689,,"Repowering im Gange (2× Vestas V136-4.2MW, 2× Vestas V150-6.0MW und 8× Vestas V162-6.0MW statt 2× Enercon E-66/18.70, 1× REpower MD77 und 8× Enercon E-70)",,,,,,,
7769,Windpark Reher,2005,,,Vestas V136-4.2MW (2×),,,54.0514,9.5689,,,,,,,,,
7770,Windpark Reher,2016,,,Vestas V150-6.0MW (2×),,,54.0514,9.5689,,,,,,,,,
7771,Windpark Reher,2020,,,Vestas V162-6.0MW (8×),,,54.0514,9.5689,,,,,,,,,
7772,Windpark Rehhorst,2001,7.5,5,NEG Micon NM72c/1500 (5×),Rehhorst,OD,53.8878,10.4564,"e3, Plan 8",,,,,,,,
7773,Windpark Reinsbüttel-Oesterdeichstrich,1993,21375,12,Vestas V27-225kW (3×),Reinsbüttel,HEI,54.1689,8.8903,,2017 Repowering (1× Enercon E-70 E4 statt 3× Vestas V39-500kW),,,,,,,
7774,Windpark Reinsbüttel-Oesterdeichstrich,1999,,,Enercon E-70 E4 (9×),Oesterdeichstrich,,54.1689,8.8903,,,,,,,,,
7775,Windpark Reinsbüttel-Oesterdeichstrich,2017,,,,,,54.1689,8.8903,,,,,,,,,
7776,Windpark Rethwisch (Stormarn),2005,4.5,3,NEG Micon NM64c/1500 (3×),Rethwisch (Stormarn),OD,53.7714,10.4525,e3,,,,,,,,
7777,Windpark Rethwisch (Steinburg),2016,55.2,16,Vestas V112-3.45MW (16×),Rethwisch (Steinburg),IZ,53.8839,9.6036,MDP Group,,,,,,,,
7778,Windpark Reußenköge,1992,302.65,88,REpower MM82 (1×),Reußenköge,NF,54.6067,8.9022,"WP Reußenköge I – V, Dirkshof, Diverse",größter Windpark im Kreis Nordfriesland,,,,,,,
7779,Windpark Reußenköge,1993,,,Vestas V112-3.3MW (17×),,,54.6067,8.9022,,2002 Repowering (3× NEG Micon NM80/2750 statt 4× Vestas V27-225kW),,,,,,,
7780,Windpark Reußenköge,2002,,,Vestas V112-3.45MW (50×),,,54.6067,8.9022,,"2003–2004 Repowering (9× Vestas V80-2MW, 3× REpower MM70, 6× Vestas V66-1.75MW und 7× REpower MM82 statt 15× Micon M530-250, 3× Enercon E-40/5.40, 4× Vestas V39-500kW und 4× Tacke TW 500)",,,,,,,
7781,Windpark Reußenköge,2003–2004,,,Nordex N117/3600 (20×),,,54.6067,8.9022,,2013 Repowering (3× Vestas V112-3.3MW statt 3× NEG Micon NM80/2750),,,,,,,
7782,Windpark Reußenköge,2008,,,,,,54.6067,8.9022,,"2014–2017 Repowering (14× Vestas V112-3.3MW und 20× Vestas V112-3.45MW statt 13× REpower MM82, 6× Vestas V66-1.75MW, 9× Vestas V80-2MW und 2× REpower MM70)",,,,,,,
7783,Windpark Reußenköge,2009–2010,,,,,,54.6067,8.9022,,2020 Repowering (15× Vestas V112-3.45MW statt 10× REpower MM82 und 1× Vestas V80-2MW),,,,,,,
7784,Windpark Reußenköge,2013,,,,,,54.6067,8.9022,,"2021–2022 schrittweises Repowering (20× Nordex N117/3600 und 4× Vestas V112-3.45MW statt 1× REpower MM70, 9× Vestas V80-2MW und 12× REpower MM82), eine Enercon E-33 wurde 2005 abgebaut",,,,,,,
7785,Windpark Reußenköge,2014–2017,,,,,,54.6067,8.9022,,,,,,,,,
7786,Windpark Reußenköge,2020,,,,,,54.6067,8.9022,,,,,,,,,
7787,Windpark Reußenköge,2021,,,,,,54.6067,8.9022,,,,,,,,,
7788,Windpark Riepsdorf,2000,48.14,32,Vestas V47-660kW (8×),Riepsdorf,OH,54.2281,10.9467,"RWE Innogy, Koselauer Windenergie",2021 Repowering (4× Enercon E-115 EP3 E2 2.99 statt 6× Vestas V47-660kW),,,,,,,
7789,Windpark Riepsdorf,2001,,,Jacobs MD70 (13×),Rüting,,54.2281,10.9467,,,,,,,,,
7790,Windpark Riepsdorf,2002,,,NEG Micon NM64c/1500 (4×),Cismarfelde,,54.2281,10.9467,,,,,,,,,
7791,Windpark Riepsdorf,2021,,,Enercon E-66/18.70 (3×),,,54.2281,10.9467,,,,,,,,,
7792,Windpark Riepsdorf,,,,Enercon E-115 EP3 E2 2.99 (4×),,,54.2281,10.9467,,,,,,,,,
7793,Windpark Risum-Lindholm,2014,30,10,Vestas V112-3.0MW (10×),Risum-Lindholm,NF,54.7714,8.9031,Windpark Kohldamm,Erweiterung geplant (1× Vestas V126-3.6MW und 4× Siemens Gamesa SG 6.6-155),,,,,,,
7794,Windpark Rüting,2000–2001,7.5,5,Jacobs MD70 (5×),Rüting,OH,54.2033,10.9342,,,,,,,,,
7795,Windpark Schadehorn,2022–2023,16.8,4,Enercon E-138 EP3 E2 (4×),Schadehorn,SE,53.8481,10.4111,Stadtwerke Oldesloe,in Bau,,,,,,,
7796,Windpark Schafflund,2014,26.4,7,REpower 3.2M114 (3×),Schafflund,SL,54.7567,9.1378,L Projekt,Erweiterung in Bau (4× Enercon E-138 EP3 E2),,,,,,,
7797,Windpark Schafflund,2022,,,Enercon E-138 EP3 E2 (4×),,,54.7567,9.1378,,,,,,,,,
7798,Windpark Schafflundfeld,1994,46.6,14,REpower 3.2M114 (5×),Schafflundfeld,SL,54.7725,9.1244,L Projekt,2017–2018 Repowering (8× Senvion 3.4M114 statt 6× Tacke 1.5s und 3× Enercon E-70),,,,,,,
7799,Windpark Schafflundfeld,1999,,,Senvion 3.4M114 (9×),,,54.7725,9.1244,,,,,,,,,
7800,Windpark Schafflundfeld,2005,,,,,,54.7725,9.1244,,,,,,,,,
7801,Windpark Schafflundfeld,2013,,,,,,54.7725,9.1244,,,,,,,,,
7802,Windpark Schafflundfeld,2017–2018,,,,,,54.7725,9.1244,,,,,,,,,
7803,Windpark Schashagen-Bliesdorf-Grömitz,1998,38.9,19,Enercon E-40/6.44 (1×),Schashagen,OH,54.1444,10.9114,"WP Schashagen, RWE Innogy, WP Grömitz",2018 Repowering (1× Enercon E-115 statt 1× Enercon E-40/5.40),,,,,,,
7804,Windpark Schashagen-Bliesdorf-Grömitz,2000,,,Enercon E-66/15.66 (3×),Bliesdorf,,54.1444,10.9114,,Erweiterung geplant (1× Enercon E-126 EP3 4.0),,,,,,,
7805,Windpark Schashagen-Bliesdorf-Grömitz,2002,,,Enercon E-66/18.70 (7×),Grömitz,,54.1444,10.9114,,,,,,,,,
7806,Windpark Schashagen-Bliesdorf-Grömitz,2018,,,Senvion MM92 (1×),,,54.1444,10.9114,,,,,,,,,
7807,Windpark Schashagen-Bliesdorf-Grömitz,2019,,,Senvion MM100 (2×),,,54.1444,10.9114,,,,,,,,,
7808,Windpark Schashagen-Bliesdorf-Grömitz,,,,Enercon E-101 (3×),,,54.1444,10.9114,,,,,,,,,
7809,Windpark Schashagen-Bliesdorf-Grömitz,,,,Enercon E-115 (2×),,,54.1444,10.9114,,,,,,,,,
7810,Windpark Schiphorst,2002,4,4,NEG Micon NM60/1000 (4×),Schiphorst,RZ,53.7172,10.4428,e3,,,,,,,,
7811,Windpark Schnatebüller Koog,2016–2017,33.5,11,Enercon E-82 E2 (1×),Leck,NF,54765,8.9367,Windpark Schnatebüller Koog GmbH & Co. KG,Erweiterung in Bau,,,,,,,
7812,Windpark Schnatebüller Koog,2022,,,Enercon E-115 (9×),,,54765,8.9367,,,,,,,,,
7813,Windpark Schnatebüller Koog,,,,Enercon E-138 EP3 E2 (1×),,,54765,8.9367,,,,,,,,,
7814,Windpark Schobüll,1994,25.25,14,Enercon E-82 (4×),Großenwiehe,SL,54.6753,9.2736,Denker&Wulf,2009 Repowering (4× Enercon E-82 statt 6× Dewind D4/48),,,,,,,
7815,Windpark Schobüll,2009,,,Enercon E-70 E4 (1×),,,54.6753,9.2736,,,,,,,,,
7816,Windpark Schobüll,2013,,,Enercon E-82 E2 (1×),,,54.6753,9.2736,,,,,,,,,
7817,Windpark Schobüll,2015,,,Enercon E-101 (1×),,,54.6753,9.2736,,,,,,,,,
7818,Windpark Schobüll,,,,Senvion 3.2M114 (1×),,,54.6753,9.2736,,,,,,,,,
7819,Windpark Schobüll,,,,Senvion 3.4M114 (1×),,,54.6753,9.2736,,,,,,,,,
7820,Windpark Schobüll,,,,Nordex N117/3000 (1×),,,54.6753,9.2736,,,,,,,,,
7821,Windpark Schönwalde-Altenkrempe,2017,17,5,Senvion 3.4M114 (5×),Schönwalde am Bungsberg,OH,54.1669,10.8261,Prokon,,,,,,,,
7822,Windpark Schuby,1998,43.42,26,Vestas V47-660kW (2×),Schuby,SL,54.5181,9.4189,,2× Nordex N43/600 2020 abgebaut,,,,,,,
7823,Windpark Schuby,2001,,,Vestas V52-850kW (2×),,,54.5181,9.4189,,,,,,,,,
7824,Windpark Schuby,2021,,,Nordex N43/600 (1×),,,54.5181,9.4189,,,,,,,,,
7825,Windpark Schuby,,,,Nordex N27/250 (1×),,,54.5181,9.4189,,,,,,,,,
7826,Windpark Schuby,,,,Südwind S70 (13×),,,54.5181,9.4189,,,,,,,,,
7827,Windpark Schuby,,,,REpower MM82 (1×),,,54.5181,9.4189,,,,,,,,,
7828,Windpark Schuby,,,,Enercon E-138 EP3 E2 (4×),,,54.5181,9.4189,,,,,,,,,
7829,Windpark Schülp bei Nortorf,2015,10,4,Nordex N100/2500 (4×),Schülp b. Nortorf,RD,54.1411,9.8597,,,,,,,,,
7830,Windpark Schülp-Oesterwurth,1994,43.65,28,Tacke TW 500 (3×),Schülp,HEI,54.2356,8.9389,WPD,"2014 Repowering (8× Enercon E-70 E4 statt je 8× Tacke TW 600 und Nordtank NTK 600/41) und 2016 (2× Enercon E-70 E4 statt 2× Vestas V47-660kW), Erweiterung in Bau",,,,,,,
7831,Windpark Schülp-Oesterwurth,2001,,,Tacke TW 600 (2×),Oesterwurth,,54.2356,8.9389,,,,,,,,,
7832,Windpark Schülp-Oesterwurth,2003,,,Nordtank NTK 600/41 (1×),,,54.2356,8.9389,,,,,,,,,
7833,Windpark Schülp-Oesterwurth,2007–2008,,,Enercon E-48 (2×),,,54.2356,8.9389,,,,,,,,,
7834,Windpark Schülp-Oesterwurth,2009,,,Enercon E-53 (1×),,,54.2356,8.9389,,,,,,,,,
7835,Windpark Schülp-Oesterwurth,2014,,,Vestas V42-600kW (1×),,,54.2356,8.9389,,,,,,,,,
7836,Windpark Schülp-Oesterwurth,2017,,,Vestas V52-850kW (3×),,,54.2356,8.9389,,,,,,,,,
7837,Windpark Schülp-Oesterwurth,2023,,,Vestas V66-1.75MW (1×),,,54.2356,8.9389,,,,,,,,,
7838,Windpark Schülp-Oesterwurth,,,,REpower MD70 (1×),,,54.2356,8.9389,,,,,,,,,
7839,Windpark Schülp-Oesterwurth,,,,Senvion MM82 (1×),,,54.2356,8.9389,,,,,,,,,
7840,Windpark Schülp-Oesterwurth,,,,Enercon E-70 E4 (7×),,,54.2356,8.9389,,,,,,,,,
7841,Windpark Schülp-Oesterwurth,,,,Enercon E-82 E2 (4×),,,54.2356,8.9389,,,,,,,,,
7842,Windpark Schülp-Oesterwurth,,,,Enercon E-115 EP3 E3 (1×),,,54.2356,8.9389,,,,,,,,,
7843,Windpark Schwedeneck,2000,4.5,3,Tacke TW 1.5s (3×),Sprenge,RD,54.4547,10.0928,,,,,,,,,
7844,Windpark Schwesing,1998,22.4,8,HSW 55/1000 (2×),Schwesing,NF,54.4889,9.1592,GP Joule,2014–2015 Repowering (6× Senvion 3.4M104 statt 9× HSW 55/1000),,,,,,,
7845,Windpark Schwesing,2001,,,Senvion 3.4M104 (6×),,,54.4889,9.1592,,"Da die 2× HSW 55/1000 nicht mehr im Windvorranggebiet stehen, sind sie noch aufgebaut.",,,,,,,
7846,Windpark Schwesing,2014–2015,,,,,,54.4889,9.1592,,,,,,,,,
7847,Windpark Schwochel-Wulfsdorf,2000,21.5,14,Vestas V66-1.65MW (12×),Schwochel,OH,54.0025,10.6425,WKN,,,,,,,,
7848,Windpark Schwochel-Wulfsdorf,2002,,,Vestas V52-850kW (2×),Wulfsdorf,,54.0025,10.6425,,,,,,,,,
7849,Windpark Sehestedt,2015,12,4,Nordex N117/3000 (4×),Sehestedt,RD,54.3722,9.8081,Denker&Wulf,,,,,,,,
7850,Windpark Sieverstedt-Stolk,2021,35.1,8,Nordex N117/3600 (2×),Sieverstedt,SL,54.6083,9.4647,WP Helligbek,Errichtet an der A 7,,,,,,,
7851,Windpark Sieverstedt-Stolk,,,,Nordex N133/4800 (3×),Stolk,,54.6083,9.4647,,Erweiterung geplant (2× Nordex N133/4800),,,,,,,
7852,Windpark Sieverstedt-Stolk,,,,Nordex N149/4500 (3×),,,54.6083,9.4647,,,,,,,,,
7853,Windpark Silberstedt,1988,12.7,6,Vestas V25-200kW (1×),Silberstedt,SL,54.5247,9.3897,,eine Nordtank NTK 300/31 bereits abgebaut,,,,,,,
7854,Windpark Silberstedt,1991,,,Nordtank NTK 500/41 (1×),,,54.5247,9.3897,,,,,,,,,
7855,Windpark Silberstedt,1994,,,Enercon E-115 (4×),,,54.5247,9.3897,,,,,,,,,
7856,Windpark Silberstedt,2016,,,,,,54.5247,9.3897,,,,,,,,,
7857,Windpark Silberstedt-Hochmoor/Rosacker,1995,41.5,12,Nordtank NTK 500/41 (5×),Silberstedt,SL,54.5397,9.3786,Denker & Wulf,Erweiterung in Bau,,,,,,,
7858,Windpark Silberstedt-Hochmoor/Rosacker,2022-2023,,,Nordex N133/4800 (4×),,,54.5397,9.3786,,,,,,,,,
7859,Windpark Silberstedt-Hochmoor/Rosacker,,,,Siemens Gamesa SG 6.6-155 (3×),,,54.5397,9.3786,,,,,,,,,
7860,Windpark Silberstedt-Rosacker,1994,14.65,15,Südwind S70 (5×),Rosacker,SL,54.5031,9.4025,SeeBA,,,,,,,,
7861,Windpark Silberstedt-Rosacker,2001,,,Tacke TW 600 (8×),,,54.5031,9.4025,,,,,,,,,
7862,Windpark Silberstedt-Rosacker,2004,,,Vestas V52-850kW (1×),,,54.5031,9.4025,,,,,,,,,
7863,Windpark Silberstedt-Rosacker,,,,REpower MD77 (1×),,,54.5031,9.4025,,,,,,,,,
7864,Windpark Sillerup,1995,54.6,20,Enercon E-70 E4 (8×),Sillerup,SL,54.6672,9.1919,"WPD, Enertrag",2015 Repowering (3× Enercon E-82 E2 und 5× Senvion 3.2M114 statt 7× NEG Micon NM48/750 und 1× Vestas V47-660kW),,,,,,,
7865,Windpark Sillerup,2008,,,Enercon E-82 E2 (3×),,,54.6672,9.1919,,2 Micon M1500-600 mittlerweile abgebaut,,,,,,,
7866,Windpark Sillerup,2015,,,Enercon E-48 (1×),,,54.6672,9.1919,,2021 Abbau der restlichen 7 Micon M1500-600,,,,,,,
7867,Windpark Sillerup,2022-2023,,,Vensys 112/2500 (1×),,,54.6672,9.1919,,Erweiterung in Bau,,,,,,,
7868,Windpark Sillerup,,,,Senvion 3.2M114 (4×),,,54.6672,9.1919,,,,,,,,,
7869,Windpark Sillerup,,,,Nordex N117/3600 (1×),,,54.6672,9.1919,,,,,,,,,
7870,Windpark Sillerup,,,,Nordex N133/4800 (2×),,,54.6672,9.1919,,,,,,,,,
7871,Windpark Simonsberg,1993–1995,16,6,Vestas V80-2MW (2×),Simonsberg,NF,54.4444,8.9858,,2012 Repowering (4× Vestas V112-3.0MW statt 11× Enercon E-40/5.40),,,,,,,
7872,Windpark Simonsberg,2003,,,Vestas V112-3.0MW (4×),,,54.4444,8.9858,,,,,,,,,
7873,Windpark Simonsberg,2012,,,,,,54.4444,8.9858,,,,,,,,,
7874,Windpark Sollwitt,2014,20.4,6,Senvion 3.4M104 (6×),Sollwitt,NF,54.5761,9.2414,WEB Andresen,,,,,,,,
7875,Windpark Sommerland,1999,14,7,Senvion MM100 (7×),Sommerland,IZ,53.7894,9.5261,RWE Innogy,"2018 Repowering (3× Senvion MM100 statt 4× Enercon E-66/15.66), Erweiterung geplant (2× Nordex N149/5700 und 1× Nordex N133/4800)",,,,,,,
7876,Windpark Sommerland,2016,,,,,,53.7894,9.5261,,,,,,,,,
7877,Windpark Sommerland,2018,,,,,,53.7894,9.5261,,,,,,,,,
7878,Windpark Sönnebüll,1997,20.7,8,Nordex N80/2500 (1×),Sönnebüll,NF,54635,9.0053,"Windpark Sönnebüll GmbH, WEB Andresen",2009 Repowering (4× REpower MM82 statt 6× Nordex N54/1000 MKII),,,,,,,
7879,Windpark Sönnebüll,2005–2006,,,REpower MM82 (4×),,,54635,9.0053,,,,,,,,,
7880,Windpark Sönnebüll,2009,,,Senvion 3.4M104 (2×),,,54635,9.0053,,,,,,,,,
7881,Windpark Sönnebüll,2014,,,Senvion 3.2M114 (1×),,,54635,9.0053,,,,,,,,,
7882,Windpark Sönnebüll,2015,,,,,,54635,9.0053,,,,,,,,,
7883,Windpark Sörup,1999,30.3,11,Senvion MM92 (6×),Sörup,SL,54.7358,9.67,"Ing. Henning Holst, WKN AG",Früher noch 1× Vestas V47-660kW,,,,,,,
7884,Windpark Sörup,2015,,,Nordex N117/3600 (5×),,,54.7358,9.67,,2021 wurde eine Vestas V80-2MW bei einem Sturm beschädigt und musste abgebaut werden.,,,,,,,
7885,Windpark Sörup,2021,,,,,,54.7358,9.67,,2022 Repowering (2× Nordex N117/3600 statt 2× Vestas V66-1.65MW),,,,,,,
7886,Windpark Sprakebüll,1998,23,9,Vestas V112-3.0MW (5×),Sprakebüll,NF,54.7786,9.0933,Geo Mbh,2014 Repowering (5× Vestas V112-3.0MW statt 5× Vestas V66-1.65MW),,,,,,,
7887,Windpark Sprakebüll,2014,,,Nordex N100/2500 (2×),,,54.7786,9.0933,,,,,,,,,
7888,Windpark Sprakebüll,2017,,,Nordex N117/3000 (1×),,,54.7786,9.0933,,,,,,,,,
7889,Windpark Steinberg,1995,1.8,3,Tacke TW 600 (3×),Steinberg,SL,54.7569,9.8061,,,,,,,,,
7890,Windpark Stelle-Wittenwurth,2015,24,7,Vestas V112-3.3MW (6×),Stelle-Wittenwurth,HEI,54.2431,9.0397,"Bürgerwindpark Stelle-Wittenwurth, WindPlan",,,,,,,,
7891,Windpark Stelle-Wittenwurth,2021,,,Enercon E-115 EP3 E3 4.2 (1×),,,54.2431,9.0397,,,,,,,,,
7892,Windpark Strübbel-Zennhusen,2000,52.05,22,Vestas V52-850kW (1×),Strübbel,HEI,54.2703,8.9697,,2012 Repowering (16× Enercon E-70 E4 statt 16× Vestas V52-850kW),,,,,,,
7893,Windpark Strübbel-Zennhusen,2012,,,Enercon E-70 E4 (16×),Zennhusen,,54.2703,8.9697,,"Turm einer Vestas V52-850kW noch aufgebaut, Erweiterung geplant (3× Nordex N149/5700)",,,,,,,
7894,Windpark Strübbel-Zennhusen,2016,,,Enercon E-48 (1×),,,54.2703,8.9697,,,,,,,,,
7895,Windpark Strübbel-Zennhusen,,,,Senvion 3.4M114 (4×),,,54.2703,8.9697,,,,,,,,,
7896,Windpark Süderau,2000,56.15,15,Senvion MM92 (1×),Süderau,IZ,53.8333,9.5722,Windkraft Süderau,2017 Repowering (3× Senvion 3.4M114 statt 5× Tacke TW 600a),,,,,,,
7897,Windpark Süderau,2002,,,Senvion 3.2M114 (2×),Grönland,,53.8333,9.5722,,"2021–2022 Repowering (3× Enercon E-115 EP3 E3 statt 4× Jacobs 43/600) und 3× Jacobs 48/600, Erweiterung derzeit in Bau (1× Siemens Gamesa SWT-DD-130)",,,,,,,
7898,Windpark Süderau,2015,,,Senvion 3.4M114 (3×),,,53.8333,9.5722,,,,,,,,,
7899,Windpark Süderau,2017,,,Siemens SWT-3.0-113 (4×),,,53.8333,9.5722,,,,,,,,,
7900,Windpark Süderau,2021,,,Enercon E-115 EP3 E3 (3×),,,53.8333,9.5722,,,,,,,,,
7901,Windpark Süderau,2022,,,SWT-DD-130 (2×),,,53.8333,9.5722,,,,,,,,,
7902,Windpark Süderdeich Nord,1993,6.9,3,Enercon E-82 E2 (3×),Süderdeich,HEI,54.2044,8.8839,Bürgerwindpark Süderdeich,"2012 Repowering (3× Enercon E-82 E2 statt 1× Enercon E-40/5.40, 2× Micon M700-250 und 1× Micon M1500-500)",,,,,,,
7903,Windpark Süderdeich Nord,1995,,,,,,54.2044,8.8839,,,,,,,,,
7904,Windpark Süderdeich Nord,2012,,,,,,54.2044,8.8839,,,,,,,,,
7905,Windpark Süderdeich-Reinsbüttel,1999,32.86,21,Vestas V42-600kW (2×),Süderdeich,HEI,54.1878,8.9211,Bürgerwindpark Süderdeich,2009 Repowering (3× Enercon E-70 statt 3× Enercon E-40/5.40 und 1× Vestas V44-600kW),,,,,,,
7906,Windpark Süderdeich-Reinsbüttel,2004,,,Vestas V47-660kW (6×),Reinsbüttel,,54.1878,8.9211,,2018 Repowering (2× Enercon E-70 E4 und 1× Enercon E-82 E2 statt 3× Vestas V47-660kW),,,,,,,
7907,Windpark Süderdeich-Reinsbüttel,2009,,,Vestas V52-850kW (1×),,,54.1878,8.9211,,,,,,,,,
7908,Windpark Süderdeich-Reinsbüttel,2016,,,Enercon E-70 (3×),,,54.1878,8.9211,,,,,,,,,
7909,Windpark Süderdeich-Reinsbüttel,2018,,,Enercon E-70 E4 (5×),,,54.1878,8.9211,,,,,,,,,
